year,driver,gp,tires,from,to,laps
2020,Pierre Gasly,Great Britain,Hard New,13,52,40
2020,Alexander Albon,Great Britain,Medium New,1,6,6
2020,Alexander Albon,Great Britain,Hard New,7,30,24
2020,Alexander Albon,Great Britain,Medium Used,31,52,22
2020,Lance Stroll,Great Britain,Medium Used,1,13,13
2020,Lance Stroll,Great Britain,Hard New,14,52,39
2020,Sebastian Vettel,Great Britain,Soft Used,1,12,12
2020,Sebastian Vettel,Great Britain,Hard New,13,52,40
2020,Valtteri Bottas,Great Britain,Medium Used,1,13,13
2020,Valtteri Bottas,Great Britain,Hard New,14,50,37
2020,Valtteri Bottas,Great Britain,Soft Used,51,52,2
2020,George Russell,Great Britain,Medium New,1,12,12
2020,George Russell,Great Britain,Hard New,13,52,40
2020,Carlos Sainz,Great Britain,Soft Used,1,13,13
2020,Carlos Sainz,Great Britain,Hard New,14,51,38
2020,Carlos Sainz,Great Britain,Medium New,52,52,1
2020,Antonio Giovinazzi,Great Britain,Medium New,1,12,12
2020,Antonio Giovinazzi,Great Britain,Hard New,13,52,40
2020,Nicholas Latifi,Great Britain,Medium New,1,12,12
2020,Nicholas Latifi,Great Britain,Hard New,13,52,40
2020,Romain Grosjean,Great Britain,Medium New,1,36,36
2020,Romain Grosjean,Great Britain,Hard New,37,52,16
2020,Kimi Räikkönen,Great Britain,Medium New,1,12,12
2020,Kimi Räikkönen,Great Britain,Hard New,13,47,35
2020,Kimi Räikkönen,Great Britain,Soft New,48,51,4
2020,Daniil Kvyat,Great Britain,Medium New,1,11,11
2020,Kevin Magnussen,Great Britain,Medium New,1,1,1
2020,Max Verstappen,70TH Anniversary,Hard Used,1,26,26
2020,Max Verstappen,70TH Anniversary,Medium New,27,32,6
2020,Max Verstappen,70TH Anniversary,Hard New,33,52,20
2020,Lewis Hamilton,70TH Anniversary,Medium Used,1,14,14
2020,Lewis Hamilton,70TH Anniversary,Hard New,15,41,27
2020,Lewis Hamilton,70TH Anniversary,Hard New,42,52,11
2020,Valtteri Bottas,70TH Anniversary,Medium Used,1,13,13
2020,Valtteri Bottas,70TH Anniversary,Hard New,14,32,19
2020,Valtteri Bottas,70TH Anniversary,Hard New,33,52,20
2020,Charles Leclerc,70TH Anniversary,Medium Used,1,18,18
2020,Charles Leclerc,70TH Anniversary,Hard New,19,52,34
2020,Alexander Albon,70TH Anniversary,Medium Used,1,6,6
2020,Alexander Albon,70TH Anniversary,Hard New,7,30,24
2020,Alexander Albon,70TH Anniversary,Hard New,31,52,22
2020,Lance Stroll,70TH Anniversary,Medium Used,1,18,18
2020,Lance Stroll,70TH Anniversary,Hard New,19,31,13
2020,Lance Stroll,70TH Anniversary,Hard New,32,52,21
2020,Nico Hulkenberg,70TH Anniversary,Medium Used,1,15,15
2020,Nico Hulkenberg,70TH Anniversary,Hard New,16,30,15
2020,Nico Hulkenberg,70TH Anniversary,Hard New,31,44,14
2020,Nico Hulkenberg,70TH Anniversary,Soft Used,45,52,8
2020,Esteban Ocon,70TH Anniversary,Medium New,1,22,22
2020,Esteban Ocon,70TH Anniversary,Hard New,23,52,30
2020,Lando Norris,70TH Anniversary,Medium Used,1,12,12
2020,Lando Norris,70TH Anniversary,Hard New,13,29,17
2020,Lando Norris,70TH Anniversary,Hard New,30,52,23
2020,Daniil Kvyat,70TH Anniversary,Hard New,1,19,19
2020,Daniil Kvyat,70TH Anniversary,Hard New,20,35,16
2020,Daniil Kvyat,70TH Anniversary,Medium New,36,52,17
2020,Pierre Gasly,70TH Anniversary,Medium Used,1,7,7
2020,Pierre Gasly,70TH Anniversary,Hard New,8,23,16
2020,Pierre Gasly,70TH Anniversary,Hard New,24,52,29
2020,Sebastian Vettel,70TH Anniversary,Hard Used,1,22,22
2020,Sebastian Vettel,70TH Anniversary,Medium Used,34,52,19
2020,Carlos Sainz,70TH Anniversary,Hard New,1,22,22
2020,Carlos Sainz,70TH Anniversary,Medium Used,23,34,12
2020,Carlos Sainz,70TH Anniversary,Hard New,35,52,18
2020,Daniel Ricciardo,70TH Anniversary,Medium Used,1,14,14
2020,Daniel Ricciardo,70TH Anniversary,Medium Used,15,26,12
2020,Daniel Ricciardo,70TH Anniversary,Hard New,27,35,9
2020,Daniel Ricciardo,70TH Anniversary,Medium Used,36,51,16
2020,Kimi Räikkönen,70TH Anniversary,Hard Used,1,26,26
2020,Kimi Räikkönen,70TH Anniversary,Medium New,27,51,25
2020,Romain Grosjean,70TH Anniversary,Medium Used,1,17,17
2020,Romain Grosjean,70TH Anniversary,Hard Used,18,38,21
2020,Romain Grosjean,70TH Anniversary,Hard New,39,51,13
2020,Antonio Giovinazzi,70TH Anniversary,Medium New,1,7,7
2020,Antonio Giovinazzi,70TH Anniversary,Hard New,8,33,26
2020,Antonio Giovinazzi,70TH Anniversary,Medium Used,34,51,18
2020,George Russell,70TH Anniversary,Medium New,1,8,8
2020,George Russell,70TH Anniversary,Hard New,9,24,16
2020,George Russell,70TH Anniversary,Hard New,25,39,15
2020,George Russell,70TH Anniversary,Medium Used,40,51,12
2020,Nicholas Latifi,70TH Anniversary,Medium New,1,9,9
2020,Nicholas Latifi,70TH Anniversary,Hard New,10,26,17
2020,Nicholas Latifi,70TH Anniversary,Hard New,27,46,20
2020,Kevin Magnussen,70TH Anniversary,Hard Used,10,20,11
2020,Kevin Magnussen,70TH Anniversary,Hard New,21,43,23
2020,Sebastian Vettel,70TH Anniversary,Hard New,23,33,11
2020,Kevin Magnussen,70TH Anniversary,Medium New,1,9,9
2020,Nicholas Latifi,70TH Anniversary,Medium New,47,51,5
2020,Lewis Hamilton,Spain,Soft Used,1,23,23
2020,Lewis Hamilton,Spain,Medium New,24,50,27
2020,Lewis Hamilton,Spain,Medium New,51,66,16
2020,Max Verstappen,Spain,Soft Used,1,21,21
2020,Max Verstappen,Spain,Medium New,22,41,20
2020,Max Verstappen,Spain,Medium New,42,66,25
2020,Valtteri Bottas,Spain,Soft Used,1,23,23
2020,Valtteri Bottas,Spain,Medium New,24,48,25
2020,Valtteri Bottas,Spain,Soft Used,49,64,16
2020,Valtteri Bottas,Spain,Medium New,65,66,2
2020,Lance Stroll,Spain,Soft Used,1,27,27
2020,Lance Stroll,Spain,Medium New,28,42,15
2020,Lance Stroll,Spain,Soft Used,43,65,23
2020,Sergio Perez,Spain,Soft Used,1,29,29
2020,Sergio Perez,Spain,Medium New,30,65,36
2020,Carlos Sainz,Spain,Soft Used,1,22,22
2020,Carlos Sainz,Spain,Soft Used,23,41,19
2020,Carlos Sainz,Spain,Medium New,42,65,24
2020,Sebastian Vettel,Spain,Medium New,1,29,29
2020,Sebastian Vettel,Spain,Soft Used,30,65,36
2020,Alexander Albon,Spain,Medium New,40,65,26
2020,Pierre Gasly,Spain,Soft Used,1,21,21
2020,Pierre Gasly,Spain,Medium New,22,42,21
2020,Pierre Gasly,Spain,Medium New,43,65,23
2020,Lando Norris,Spain,Soft Used,1,21,21
2020,Lando Norris,Spain,Soft Used,22,44,23
2020,Lando Norris,Spain,Medium New,45,65,21
2020,Daniel Ricciardo,Spain,Medium New,1,35,35
2020,Daniel Ricciardo,Spain,Soft New,36,65,30
2020,Daniil Kvyat,Spain,Medium New,22,45,24
2020,Daniil Kvyat,Spain,Medium New,46,65,20
2020,Esteban Ocon,Spain,Medium New,1,34,34
2020,Esteban Ocon,Spain,Soft New,35,65,31
2020,Kimi Räikkönen,Spain,Medium New,1,20,20
2020,Kimi Räikkönen,Spain,Medium Used,21,44,24
2020,Kimi Räikkönen,Spain,Soft New,45,65,21
2020,Kevin Magnussen,Spain,Soft Used,1,28,28
2020,Kevin Magnussen,Spain,Medium New,29,65,37
2020,Antonio Giovinazzi,Spain,Medium New,1,21,21
2020,Antonio Giovinazzi,Spain,Medium New,22,45,24
2020,Antonio Giovinazzi,Spain,Soft New,46,65,20
2020,George Russell,Spain,Soft New,1,19,19
2020,George Russell,Spain,Medium New,20,35,16
2020,Nicholas Latifi,Spain,Medium New,1,28,28
2020,Nicholas Latifi,Spain,Medium New,29,49,21
2020,Nicholas Latifi,Spain,Soft New,50,64,15
2020,Romain Grosjean,Spain,Medium Used,1,32,32
2020,Romain Grosjean,Spain,Soft Used,33,62,30
2020,Romain Grosjean,Spain,Soft New,63,64,2
2020,Charles Leclerc,Spain,Soft Used,1,29,29
2020,Charles Leclerc,Spain,Medium New,30,38,9
2020,Alexander Albon,Spain,Soft Used,1,17,17
2020,Alexander Albon,Spain,Hard New,18,39,22
2020,Daniil Kvyat,Spain,Soft New,1,21,21
2020,George Russell,Spain,Medium New,36,65,30
2020,Lewis Hamilton,Belgium,Medium Used,1,10,10
2020,Lewis Hamilton,Belgium,Hard New,11,44,34
2020,Valtteri Bottas,Belgium,Medium Used,1,11,11
2020,Valtteri Bottas,Belgium,Hard New,12,44,33
2020,Max Verstappen,Belgium,Medium Used,1,11,11
2020,Max Verstappen,Belgium,Hard New,12,44,33
2020,Daniel Ricciardo,Belgium,Soft Used,1,11,11
2020,Daniel Ricciardo,Belgium,Hard New,12,44,33
2020,Esteban Ocon,Belgium,Soft Used,1,11,11
2020,Esteban Ocon,Belgium,Hard New,12,44,33
2020,Alexander Albon,Belgium,Soft Used,1,11,11
2020,Alexander Albon,Belgium,Medium New,12,44,33
2020,Lando Norris,Belgium,Soft Used,1,11,11
2020,Lando Norris,Belgium,Hard New,12,44,33
2020,Pierre Gasly,Belgium,Hard New,1,26,26
2020,Pierre Gasly,Belgium,Medium New,27,44,18
2020,Lance Stroll,Belgium,Soft Used,1,11,11
2020,Lance Stroll,Belgium,Hard New,12,44,33
2020,Sergio Perez,Belgium,Soft Used,1,18,18
2020,Sergio Perez,Belgium,Hard New,19,44,26
2020,Daniil Kvyat,Belgium,Medium New,1,11,11
2020,Daniil Kvyat,Belgium,Hard New,12,44,33
2020,Kimi Räikkönen,Belgium,Medium New,1,10,10
2020,Kimi Räikkönen,Belgium,Hard Used,11,44,34
2020,Sebastian Vettel,Belgium,Medium New,1,11,11
2020,Sebastian Vettel,Belgium,Hard New,12,44,33
2020,Charles Leclerc,Belgium,Soft New,1,10,10
2020,Charles Leclerc,Belgium,Medium New,25,44,20
2020,Romain Grosjean,Belgium,Medium New,1,10,10
2020,Romain Grosjean,Belgium,Hard New,11,44,34
2020,Nicholas Latifi,Belgium,Medium New,1,10,10
2020,Nicholas Latifi,Belgium,Medium New,31,44,14
2020,Kevin Magnussen,Belgium,Medium New,1,10,10
2020,Kevin Magnussen,Belgium,Hard New,11,35,25
2020,Kevin Magnussen,Belgium,Soft New,36,44,9
2020,Antonio Giovinazzi,Belgium,Medium New,1,9,9
2020,George Russell,Belgium,Medium New,1,9,9
2020,Charles Leclerc,Belgium,Hard New,11,24,14
2020,Nicholas Latifi,Belgium,Hard New,11,30,20
2020,Pierre Gasly,Italy,Soft Used,1,19,19
2020,Pierre Gasly,Italy,Hard New,20,26,7
2020,Pierre Gasly,Italy,Medium New,27,53,27
2020,Carlos Sainz,Italy,Soft Used,1,22,22
2020,Carlos Sainz,Italy,Medium New,23,26,4
2020,Carlos Sainz,Italy,Medium Used,27,53,27
2020,Lance Stroll,Italy,Soft Used,1,26,26
2020,Lance Stroll,Italy,Medium New,27,53,27
2020,Lando Norris,Italy,Soft Used,1,22,22
2020,Lando Norris,Italy,Medium New,23,26,4
2020,Lando Norris,Italy,Medium Used,27,53,27
2020,Valtteri Bottas,Italy,Soft Used,1,22,22
2020,Valtteri Bottas,Italy,Medium New,23,26,4
2020,Valtteri Bottas,Italy,Medium Used,27,53,27
2020,Daniel Ricciardo,Italy,Soft Used,1,22,22
2020,Daniel Ricciardo,Italy,Medium New,23,26,4
2020,Daniel Ricciardo,Italy,Medium Used,27,53,27
2020,Lewis Hamilton,Italy,Soft Used,1,20,20
2020,Lewis Hamilton,Italy,Medium New,21,26,6
2020,Lewis Hamilton,Italy,Hard New,27,53,27
2020,Esteban Ocon,Italy,Soft New,1,22,22
2020,Esteban Ocon,Italy,Medium New,23,26,4
2020,Esteban Ocon,Italy,Soft Used,27,53,27
2020,Daniil Kvyat,Italy,Hard New,1,22,22
2020,Daniil Kvyat,Italy,Medium New,23,26,4
2020,Daniil Kvyat,Italy,Medium Used,27,53,27
2020,Sergio Perez,Italy,Soft Used,1,22,22
2020,Sergio Perez,Italy,Medium New,23,26,4
2020,Sergio Perez,Italy,Medium Used,27,53,27
2020,Nicholas Latifi,Italy,Medium New,1,16,16
2020,Nicholas Latifi,Italy,Hard New,17,26,10
2020,Nicholas Latifi,Italy,Medium New,27,53,27
2020,Romain Grosjean,Italy,Medium New,1,22,22
2020,Romain Grosjean,Italy,Hard New,23,26,4
2020,Romain Grosjean,Italy,Hard Used,27,53,27
2020,Kimi Räikkönen,Italy,Medium New,1,18,18
2020,Kimi Räikkönen,Italy,Hard New,19,26,8
2020,Kimi Räikkönen,Italy,Soft New,27,53,27
2020,George Russell,Italy,Medium New,1,22,22
2020,George Russell,Italy,Hard New,23,26,4
2020,George Russell,Italy,Medium New,27,53,27
2020,Alexander Albon,Italy,Soft Used,1,22,22
2020,Alexander Albon,Italy,Medium New,23,26,4
2020,Alexander Albon,Italy,Hard New,27,53,27
2020,Antonio Giovinazzi,Italy,Medium New,1,20,20
2020,Antonio Giovinazzi,Italy,Hard New,21,26,6
2020,Antonio Giovinazzi,Italy,Soft New,27,53,27
2020,Max Verstappen,Italy,Soft Used,1,22,22
2020,Max Verstappen,Italy,Medium New,23,26,4
2020,Max Verstappen,Italy,Medium Used,27,30,4
2020,Charles Leclerc,Italy,Soft New,1,17,17
2020,Charles Leclerc,Italy,Hard New,18,23,6
2020,Kevin Magnussen,Italy,Medium New,1,1,1
2020,Kevin Magnussen,Italy,Hard New,2,17,16
2020,Sebastian Vettel,Italy,Hard New,1,6,6
2020,Pierre Gasly,Tuscany,Soft New,1,1,1
2020,Max Verstappen,Tuscany,Soft Used,1,1,1
2020,Carlos Sainz,Tuscany,Soft Used,1,5,5
2020,Antonio Giovinazzi,Tuscany,Soft New,1,5,5
2020,Kevin Magnussen,Tuscany,Soft New,1,5,5
2020,Nicholas Latifi,Tuscany,Medium New,1,5,5
2020,Esteban Ocon,Tuscany,Soft Used,1,7,7
2020,Lance Stroll,Tuscany,Soft Used,1,8,8
2020,Lance Stroll,Tuscany,Soft Used,9,30,22
2020,Lance Stroll,Tuscany,Medium New,31,42,12
2020,Lewis Hamilton,Tuscany,Soft Used,1,8,8
2020,Lewis Hamilton,Tuscany,Medium New,9,32,24
2020,Lewis Hamilton,Tuscany,Hard New,33,44,12
2020,Lewis Hamilton,Tuscany,Medium New,45,45,1
2020,Valtteri Bottas,Tuscany,Soft Used,1,8,8
2020,Valtteri Bottas,Tuscany,Medium New,9,31,23
2020,Valtteri Bottas,Tuscany,Hard New,32,43,12
2020,Valtteri Bottas,Tuscany,Medium New,44,45,2
2020,Alexander Albon,Tuscany,Soft Used,1,8,8
2020,Alexander Albon,Tuscany,Soft Used,9,32,24
2020,Alexander Albon,Tuscany,Medium New,33,43,11
2020,Alexander Albon,Tuscany,Soft Used,44,45,2
2020,Daniel Ricciardo,Tuscany,Soft Used,1,8,8
2020,Daniel Ricciardo,Tuscany,Soft Used,9,27,19
2020,Daniel Ricciardo,Tuscany,Medium New,28,43,16
2020,Sergio Perez,Tuscany,Soft Used,1,8,8
2020,Sergio Perez,Tuscany,Medium New,29,43,15
2020,Sergio Perez,Tuscany,Soft Used,44,45,2
2020,Lando Norris,Tuscany,Soft New,1,8,8
2020,Lando Norris,Tuscany,Soft Used,9,29,21
2020,Lando Norris,Tuscany,Medium New,30,43,14
2020,Lando Norris,Tuscany,Soft Used,44,45,2
2020,Lando Norris,Tuscany,Soft Used,46,59,14
2020,Lewis Hamilton,Tuscany,Soft Used,46,59,14
2020,Valtteri Bottas,Tuscany,Soft Used,46,59,14
2020,Alexander Albon,Tuscany,Soft Used,46,59,14
2020,Daniel Ricciardo,Tuscany,Soft Used,46,59,14
2020,Sergio Perez,Tuscany,Soft Used,46,59,14
2020,Daniil Kvyat,Tuscany,Medium New,1,8,8
2020,Daniil Kvyat,Tuscany,Soft New,9,29,21
2020,Daniil Kvyat,Tuscany,Medium Used,30,43,14
2020,Daniil Kvyat,Tuscany,Soft Used,44,45,2
2020,Daniil Kvyat,Tuscany,Soft Used,46,59,14
2020,Charles Leclerc,Tuscany,Soft Used,1,8,8
2020,Charles Leclerc,Tuscany,Soft Used,9,21,13
2020,Charles Leclerc,Tuscany,Hard New,22,37,16
2020,Charles Leclerc,Tuscany,Medium New,38,45,8
2020,Charles Leclerc,Tuscany,Soft Used,46,59,14
2020,Kimi Räikkönen,Tuscany,Medium New,1,1,1
2020,Kimi Räikkönen,Tuscany,Medium Used,2,8,7
2020,Kimi Räikkönen,Tuscany,Medium Used,9,27,19
2020,Kimi Räikkönen,Tuscany,Hard New,28,42,15
2020,Kimi Räikkönen,Tuscany,Soft New,43,44,2
2020,Kimi Räikkönen,Tuscany,Soft Used,45,59,15
2020,Sebastian Vettel,Tuscany,Soft New,1,1,1
2020,Sebastian Vettel,Tuscany,Medium New,2,8,7
2020,Sebastian Vettel,Tuscany,Soft Used,9,28,20
2020,Sebastian Vettel,Tuscany,Hard New,29,43,15
2020,Sebastian Vettel,Tuscany,Soft Used,44,45,2
2020,Sebastian Vettel,Tuscany,Soft Used,46,59,14
2020,George Russell,Tuscany,Medium New,1,8,8
2020,George Russell,Tuscany,Medium New,9,29,21
2020,George Russell,Tuscany,Hard New,30,43,14
2020,George Russell,Tuscany,Soft New,44,45,2
2020,George Russell,Tuscany,Soft Used,46,59,14
2020,Romain Grosjean,Tuscany,Medium New,1,8,8
2020,Romain Grosjean,Tuscany,Soft New,9,28,20
2020,Romain Grosjean,Tuscany,Hard New,29,42,14
2020,Romain Grosjean,Tuscany,Soft Used,43,44,2
2020,Romain Grosjean,Tuscany,Soft Used,45,59,15
2020,Daniel Ricciardo,Tuscany,Soft Used,44,45,2
2020,Sergio Perez,Tuscany,Soft Used,9,28,20
2020,Valtteri Bottas,Russian,Medium Used,1,26,26
2020,Valtteri Bottas,Russian,Hard New,27,53,27
2020,Max Verstappen,Russian,Medium Used,1,25,25
2020,Max Verstappen,Russian,Hard New,26,53,28
2020,Lewis Hamilton,Russian,Soft Used,1,16,16
2020,Lewis Hamilton,Russian,Hard New,18,53,36
2020,Sergio Perez,Russian,Soft Used,1,20,20
2020,Sergio Perez,Russian,Hard New,21,53,33
2020,Daniel Ricciardo,Russian,Soft Used,1,15,15
2020,Daniel Ricciardo,Russian,Hard New,16,53,38
2020,Charles Leclerc,Russian,Medium New,1,28,28
2020,Charles Leclerc,Russian,Hard New,29,53,25
2020,Esteban Ocon,Russian,Soft Used,1,18,18
2020,Daniil Kvyat,Russian,Hard New,1,30,30
2020,Daniil Kvyat,Russian,Medium New,31,53,23
2020,Pierre Gasly,Russian,Soft Used,1,15,15
2020,Pierre Gasly,Russian,Hard New,16,42,27
2020,Pierre Gasly,Russian,Medium New,43,53,11
2020,Alexander Albon,Russian,Soft Used,1,1,1
2020,Alexander Albon,Russian,Hard New,2,27,26
2020,Alexander Albon,Russian,Medium New,28,53,26
2020,Antonio Giovinazzi,Russian,Medium New,1,16,16
2020,Antonio Giovinazzi,Russian,Hard New,17,52,36
2020,Kevin Magnussen,Russian,Medium New,1,19,19
2020,Kevin Magnussen,Russian,Hard New,20,52,33
2020,Sebastian Vettel,Russian,Medium New,1,30,30
2020,Sebastian Vettel,Russian,Hard New,31,52,22
2020,Kimi Räikkönen,Russian,Hard New,1,35,35
2020,Kimi Räikkönen,Russian,Medium New,36,52,17
2020,Lando Norris,Russian,Soft Used,1,1,1
2020,Lando Norris,Russian,Hard New,2,47,46
2020,Lando Norris,Russian,Medium New,48,52,5
2020,Nicholas Latifi,Russian,Medium New,1,17,17
2020,Nicholas Latifi,Russian,Hard New,18,52,35
2020,Romain Grosjean,Russian,Medium New,1,17,17
2020,Romain Grosjean,Russian,Hard New,18,42,25
2020,Romain Grosjean,Russian,Medium New,43,52,10
2020,George Russell,Russian,Medium New,1,1,1
2020,George Russell,Russian,Medium New,15,50,36
2020,George Russell,Russian,Soft New,51,52,2
2020,Carlos Sainz,Russian,Soft Used,1,1,1
2020,Lance Stroll,Russian,Medium New,1,1,1
2020,Esteban Ocon,Russian,Hard New,19,53,35
2020,George Russell,Russian,Hard New,2,14,13
2020,Lewis Hamilton,Germany,Soft Used,1,16,16
2020,Lewis Hamilton,Germany,Medium New,17,45,29
2020,Lewis Hamilton,Germany,Soft Used,46,60,15
2020,Max Verstappen,Germany,Soft Used,1,16,16
2020,Max Verstappen,Germany,Medium New,17,45,29
2020,Max Verstappen,Germany,Soft Used,46,60,15
2020,Daniel Ricciardo,Germany,Soft Used,1,16,16
2020,Daniel Ricciardo,Germany,Medium New,17,44,28
2020,Daniel Ricciardo,Germany,Soft Used,45,60,16
2020,Sergio Perez,Germany,Soft Used,1,28,28
2020,Sergio Perez,Germany,Medium New,29,45,17
2020,Sergio Perez,Germany,Soft Used,46,60,15
2020,Carlos Sainz,Germany,Soft Used,1,28,28
2020,Carlos Sainz,Germany,Medium New,29,44,16
2020,Carlos Sainz,Germany,Soft Used,45,60,16
2020,Pierre Gasly,Germany,Medium New,1,30,30
2020,Pierre Gasly,Germany,Hard New,31,44,14
2020,Pierre Gasly,Germany,Soft New,45,60,16
2020,Charles Leclerc,Germany,Soft Used,1,10,10
2020,Charles Leclerc,Germany,Medium New,11,35,25
2020,Charles Leclerc,Germany,Medium Used,36,60,25
2020,Romain Grosjean,Germany,Medium New,1,28,28
2020,Romain Grosjean,Germany,Hard New,29,60,32
2020,Antonio Giovinazzi,Germany,Soft New,1,15,15
2020,Antonio Giovinazzi,Germany,Medium New,16,36,21
2020,Antonio Giovinazzi,Germany,Medium New,37,60,24
2020,Sebastian Vettel,Germany,Medium New,1,11,11
2020,Sebastian Vettel,Germany,Hard New,12,41,30
2020,Sebastian Vettel,Germany,Soft New,42,60,19
2020,Kimi Räikkönen,Germany,Soft New,1,10,10
2020,Kimi Räikkönen,Germany,Medium New,11,44,34
2020,Kimi Räikkönen,Germany,Soft New,45,60,16
2020,Nico Hulkenberg,Germany,Soft New,1,29,29
2020,Nico Hulkenberg,Germany,Medium New,30,44,15
2020,Nico Hulkenberg,Germany,Soft New,45,60,16
2020,Kevin Magnussen,Germany,Soft New,1,14,14
2020,Kevin Magnussen,Germany,Medium New,15,34,20
2020,Kevin Magnussen,Germany,Medium New,35,60,26
2020,Nicholas Latifi,Germany,Soft New,1,14,14
2020,Nicholas Latifi,Germany,Medium New,15,33,19
2020,Nicholas Latifi,Germany,Medium New,34,60,27
2020,Daniil Kvyat,Germany,Medium New,1,17,17
2020,Daniil Kvyat,Germany,Hard New,18,44,27
2020,Daniil Kvyat,Germany,Soft New,45,60,16
2020,Lando Norris,Germany,Soft Used,1,29,29
2020,Lando Norris,Germany,Medium New,30,42,13
2020,Alexander Albon,Germany,Soft Used,1,7,7
2020,Alexander Albon,Germany,Medium New,8,23,16
2020,Esteban Ocon,Germany,Soft Used,1,22,22
2020,Valtteri Bottas,Germany,Soft Used,1,13,13
2020,Valtteri Bottas,Germany,Medium New,14,18,5
2020,George Russell,Germany,Soft New,1,11,11
2020,George Russell,Germany,Medium New,12,12,1
2020,Lewis Hamilton,Portugal,Medium Used,1,40,40
2020,Lewis Hamilton,Portugal,Hard New,41,66,26
2020,Valtteri Bottas,Portugal,Medium Used,1,41,41
2020,Valtteri Bottas,Portugal,Hard New,42,66,25
2020,Max Verstappen,Portugal,Soft Used,1,23,23
2020,Max Verstappen,Portugal,Medium New,24,66,43
2020,Charles Leclerc,Portugal,Medium Used,1,34,34
2020,Charles Leclerc,Portugal,Hard New,35,66,32
2020,Pierre Gasly,Portugal,Soft Used,1,28,28
2020,Pierre Gasly,Portugal,Medium New,29,65,37
2020,Carlos Sainz,Portugal,Soft Used,1,26,26
2020,Carlos Sainz,Portugal,Medium New,27,65,39
2020,Sergio Perez,Portugal,Soft Used,1,1,1
2020,Sergio Perez,Portugal,Medium New,2,45,44
2020,Sergio Perez,Portugal,Soft Used,46,65,20
2020,Esteban Ocon,Portugal,Medium New,1,53,53
2020,Esteban Ocon,Portugal,Soft New,54,65,12
2020,Daniel Ricciardo,Portugal,Soft Used,1,14,14
2020,Daniel Ricciardo,Portugal,Medium New,15,65,51
2020,Sebastian Vettel,Portugal,Medium Used,1,27,27
2020,Sebastian Vettel,Portugal,Hard New,28,65,38
2020,Kimi Räikkönen,Portugal,Soft New,1,11,11
2020,Kimi Räikkönen,Portugal,Medium New,12,65,54
2020,Alexander Albon,Portugal,Medium Used,20,46,27
2020,Alexander Albon,Portugal,Soft Used,47,65,19
2020,Lando Norris,Portugal,Soft Used,1,18,18
2020,Lando Norris,Portugal,Hard New,19,43,25
2020,Lando Norris,Portugal,Medium New,44,65,22
2020,George Russell,Portugal,Medium New,1,36,36
2020,George Russell,Portugal,Hard New,37,65,29
2020,Antonio Giovinazzi,Portugal,Medium New,1,28,28
2020,Antonio Giovinazzi,Portugal,Hard New,29,65,37
2020,Kevin Magnussen,Portugal,Hard New,1,31,31
2020,Kevin Magnussen,Portugal,Medium New,32,65,34
2020,Romain Grosjean,Portugal,Medium New,1,26,26
2020,Romain Grosjean,Portugal,Hard New,27,65,39
2020,Nicholas Latifi,Portugal,Medium New,1,24,24
2020,Nicholas Latifi,Portugal,Hard New,25,64,40
2020,Daniil Kvyat,Portugal,Hard New,26,55,30
2020,Daniil Kvyat,Portugal,Medium New,1,25,25
2020,Daniil Kvyat,Portugal,Soft New,56,64,9
2020,Lance Stroll,Portugal,Medium New,1,18,18
2020,Lance Stroll,Portugal,Hard New,19,34,16
2020,Lance Stroll,Portugal,Soft New,35,51,17
2020,Alexander Albon,Portugal,Soft Used,1,19,19
2020,Lewis Hamilton,Imola,Medium Used,1,30,30
2020,Lewis Hamilton,Imola,Hard New,31,52,22
2020,Lewis Hamilton,Imola,Soft Used,53,63,11
2020,Valtteri Bottas,Imola,Medium Used,1,19,19
2020,Valtteri Bottas,Imola,Soft Used,52,63,12
2020,Daniel Ricciardo,Imola,Soft Used,1,14,14
2020,Daniel Ricciardo,Imola,Hard New,15,63,49
2020,Daniil Kvyat,Imola,Soft Used,1,14,14
2020,Daniil Kvyat,Imola,Hard New,15,51,37
2020,Daniil Kvyat,Imola,Soft Used,52,63,12
2020,Charles Leclerc,Imola,Soft Used,1,13,13
2020,Charles Leclerc,Imola,Hard New,14,63,50
2020,Sergio Perez,Imola,Medium New,1,27,27
2020,Sergio Perez,Imola,Soft New,52,63,12
2020,Carlos Sainz,Imola,Soft Used,1,17,17
2020,Carlos Sainz,Imola,Medium New,18,51,34
2020,Carlos Sainz,Imola,Soft Used,52,63,12
2020,Lando Norris,Imola,Soft Used,1,13,13
2020,Lando Norris,Imola,Medium New,14,53,40
2020,Lando Norris,Imola,Soft Used,54,63,10
2020,Kimi Räikkönen,Imola,Medium New,1,48,48
2020,Kimi Räikkönen,Imola,Soft New,49,63,15
2020,Antonio Giovinazzi,Imola,Soft New,1,10,10
2020,Antonio Giovinazzi,Imola,Medium New,11,63,53
2020,Nicholas Latifi,Imola,Medium New,1,34,34
2020,Nicholas Latifi,Imola,Hard New,35,63,29
2020,Sebastian Vettel,Imola,Medium New,1,39,39
2020,Sebastian Vettel,Imola,Hard New,40,51,12
2020,Sebastian Vettel,Imola,Soft New,52,63,12
2020,Lance Stroll,Imola,Medium Used,30,52,23
2020,Lance Stroll,Imola,Medium New,1,1,1
2020,Lance Stroll,Imola,Soft New,53,63,11
2020,Romain Grosjean,Imola,Medium New,1,9,9
2020,Romain Grosjean,Imola,Hard New,10,50,41
2020,Romain Grosjean,Imola,Soft New,51,63,13
